video,short-term_memorability,nb_short-term_annotations,long-term_memorability,nb_long-term_annotations
7568,0.8676720128614064,34,0.7615728900404432,13
7569,0.8625572875960131,43,0.7760201235962461,10
7571,0.8486960396499375,32,0.7759951023892929,11
7572,0.852537087786495,34,0.7811388743816867,11
7573,0.8667847211719519,37,0.780546642972262,11
7574,0.8526408445764615,36,0.776328895272489,12
7575,0.8504203419375882,34,0.7673754933125566,14
7576,0.881544223445495,33,0.7817847059410065,12
7578,0.8639312695099878,47,0.7845108699457151,11
7579,0.8507669315261894,33,0.756526774387315,15
7580,0.8827326597184482,33,0.7630543046442153,17
7581,0.8843427150718773,33,0.7809749830534463,14
7582,0.8809283425262452,34,0.7823464287081114,10
7584,0.8641046386512043,34,0.7829794681496203,10
7585,0.8628998371686166,41,0.76810648850924,16
7587,0.8628942923482175,33,0.7700212587375608,16
7588,0.854783529452245,76,0.7760623964560771,16
7589,0.8761890286195676,35,0.7552499024596402,11
7590,0.8529832163042987,58,0.7748608680291613,13
7591,0.8775661638802967,34,0.7771490777435253,10
7592,0.8536646790830289,33,0.7745024383503489,11
7593,0.8599200595136656,33,0.7664485198295026,15
7596,0.8397139187297481,33,0.7761777015931643,12
7597,0.849963298647214,33,0.7577925442102335,11
7598,0.8296148409988725,32,0.7672039664208528,11
7599,0.8365402402854617,32,0.7552140824276428,14
7600,0.864905393332283,34,0.7748556629643222,9
7602,0.8443516061724866,33,0.773360367696998,10
7603,0.8826653495863309,34,0.7693909573280733,24
7604,0.8600487169325526,42,0.7761659253241582,10
7605,0.8663645462840379,39,0.7800786942582055,11
7606,0.8778191651582982,34,0.7912711612673983,10
7607,0.8295319025253572,33,0.747423757835287,12
7608,0.8922375183321102,36,0.7971557833884982,12
7609,0.8572759123193664,33,0.7615850979041445,16
7610,0.8522438278162485,66,0.7722861362890088,15
7611,0.8677042317667,33,0.7689363455507648,20
7612,0.8778365459248259,35,0.7728957994216775,16
7613,0.861958198793125,32,0.7782913670365801,10
7614,0.8814049676806865,32,0.7960152451652758,11
7615,0.8733686025509585,33,0.7924793964167457,12
7616,0.8467156000718411,33,0.7669304519909359,10
7617,0.9011794965140028,32,0.7836598147262629,18
7618,0.8360202565039507,34,0.7316217117211259,11
7619,0.8780834483101735,34,0.7862630426416769,11
7621,0.8984762138228725,33,0.8131372394146061,12
7624,0.8402080123986455,33,0.7585551769335949,20
7625,0.8757577968817118,34,0.7910645274622938,10
7626,0.865669983194268,33,0.7542266223436105,12
7627,0.8863574984962098,35,0.793970285728179,17
7628,0.832629228825938,34,0.7545634752951508,12
7629,0.8174570926583307,70,0.7543762704525485,12
7631,0.8374864166470406,33,0.7595072229092004,10
7632,0.8580464446993591,33,0.7674592725726023,15
7633,0.8597137242766998,32,0.7798364725501583,16
7634,0.8760438066993997,44,0.7722378947380762,12
7635,0.8366065090747764,33,0.7766810901021666,12
7636,0.8499451344327146,32,0.7787257988803284,10
7637,0.8529029962936637,34,0.7778180103630572,15
7638,0.8441074232435846,34,0.7579752531701122,13
7640,0.8698395112518977,34,0.7746332165330884,13
7641,0.8624153302920858,34,0.7706948147164406,17
7642,0.8747070991135052,39,0.7907410543542311,10
7643,0.82539966088649,34,0.7670608626938559,10
7644,0.8786304617438809,44,0.7731134687101042,9
7646,0.849728910252445,43,0.7543966112820483,10
7647,0.8261818872105373,32,0.7742173514334266,13
7648,0.873919971322571,44,0.7815972774518785,10
7649,0.8752334848680808,34,0.7859320698768183,11
7650,0.8480839758860597,31,0.7861083517977997,12
7651,0.8634614126115508,33,0.7703492616065466,10
7652,0.8783574179069741,33,0.7667809579779271,18
7654,0.839947488395978,34,0.7783611751989592,9
7655,0.8531336362683489,33,0.7641636414500216,11
7656,0.8307618677079401,34,0.7696821481292991,13
7657,0.8282451637006422,46,0.7580783346842354,10
7659,0.8789758561257419,31,0.7653577568482887,11
7660,0.8472506733455697,33,0.7749240881759656,12
7661,0.8770201039604949,35,0.7708905923482408,13
7662,0.8485434073177915,34,0.7604231024464312,10
7664,0.874616078820166,32,0.7901775470311948,10
7665,0.8648158359064408,33,0.7617701775069735,10
7667,0.8495153501579303,38,0.7611496741258721,12
7669,0.8433724934315068,33,0.7678977327428763,12
7670,0.8554722371895562,34,0.7703921320051522,10
7671,0.829379163899321,33,0.7389083050271359,9
7672,0.8466343276688735,68,0.7802969016845926,15
7673,0.8068444312871604,35,0.7467931006923575,11
7674,0.8545665718231913,33,0.7614224589526942,10
7675,0.8473751073393054,38,0.7765906044134233,12
7676,0.8623470062545548,34,0.7606300278382698,17
7677,0.8513531517529696,33,0.7741428672627958,11
7678,0.8407081675245215,34,0.7545084636002674,10
7679,0.8405410297312411,33,0.7662181073546803,10
7680,0.8365766385954051,32,0.7515647261063654,13
7681,0.8376182212475899,34,0.7592470608896534,10
7682,0.8445236456744811,33,0.7758201020317858,12
7683,0.8836152307648095,36,0.7971932123834565,11
7686,0.8698983843004969,33,0.7684630219455035,11
7687,0.8594511354356754,36,0.7468477964885467,13
7688,0.8834547583372557,33,0.7826251809476712,12
7689,0.8502621571316233,33,0.7646208762073193,12
7690,0.8538547835129792,33,0.7706931826856133,19
7691,0.8185772777698357,32,0.7969171392356387,14
7692,0.8333576125836979,34,0.7490934814714165,11
7694,0.8512677563370944,34,0.7795722543961395,12
7696,0.8639056807487375,33,0.7669044195369468,14
7697,0.8539086581792255,34,0.753082338060998,11
7698,0.8349984262852057,50,0.7654599671704752,15
7699,0.8780330939277975,34,0.7841325020859541,11
7701,0.8586933235024632,90,0.757248238674606,10
7702,0.8715580430391169,33,0.7930949539834621,14
7703,0.8566723140238462,51,0.7759299941274135,12
7704,0.8655002706275058,33,0.782892485525564,9
7705,0.8551090478587355,32,0.766555811360641,17
7706,0.8567498165509455,33,0.774539869027327,12
7707,0.8537554322768484,34,0.7644764366646112,11
7710,0.8548750163953771,31,0.7704823698627387,17
7711,0.8779415361668965,46,0.7866666289220897,14
7713,0.8694612908897407,33,0.778893999659376,17
7714,0.8582036680810972,34,0.7818196916036105,12
7715,0.8462868026725968,33,0.7748590832551595,12
7716,0.8443855614597541,44,0.7774520544573645,10
7717,0.913001918670107,32,0.7960167112644506,13
7718,0.8558490437920525,33,0.7550580309351251,10
7719,0.828915584790615,33,0.7562656700203136,11
7720,0.8346867968343703,33,0.7804554656208366,13
7721,0.8450279247499715,41,0.7771393062288738,17
7722,0.8845310939293899,34,0.762940902388677,16
7723,0.8384971061296564,33,0.7378888319200368,17
7724,0.8181082718895127,33,0.7716406903947973,10
7725,0.8773805416123402,34,0.7692759631020819,12
7726,0.9139914439910528,43,0.7864647936161735,9
7728,0.886355687061287,34,0.7672836037293588,14
7729,0.8635942932763085,48,0.7758696887289941,11
7731,0.8725253288338093,33,0.7638954576389426,11
7732,0.816446538605721,33,0.7492107838854818,10
7736,0.8988570476302122,33,0.795251190107145,12
7737,0.8520778517909151,33,0.7556960117023659,12
7738,0.8467643266675208,35,0.7880360277091244,9
7739,0.8605722860361625,34,0.7840984680582145,12
7740,0.8848062271466107,33,0.7901774567874781,11
7741,0.8811236004428423,31,0.7760962525187318,13
7742,0.8903441736696548,34,0.8151358052402332,9
7743,0.8497585541747881,34,0.7808984083472881,10
7745,0.8571356865326198,34,0.7650517038636861,12
7746,0.833580011029246,33,0.7694252471679264,9
7748,0.8584128635540142,50,0.7647314167895054,15
7749,0.8337725385583928,34,0.7485695609844156,12
7751,0.8015934446303636,33,0.7287122523707892,15
7752,0.8336173991602972,33,0.7536033291301382,13
7753,0.8636473353669147,38,0.7743940360110857,10
7754,0.8552236644932764,33,0.7828564480414424,10
7756,0.814570825790963,42,0.7532706865234557,11
7757,0.8678852786414367,34,0.7662056033970673,13
7758,0.8522015209427959,37,0.772928080273327,14
7759,0.8338072585514152,33,0.7690949071612122,13
7760,0.8922173352727656,33,0.8125445818716374,11
7761,0.8547963519877742,33,0.7691389551317397,24
7762,0.8592101252819608,34,0.7597432173966264,15
7763,0.8584352659694839,33,0.7845330556745412,10
7769,0.8624245267203725,33,0.7688320133827546,10
7770,0.8651311326127632,38,0.7602183011943577,9
7771,0.8315695787693022,30,0.7551414279870315,10
7772,0.8826758321351139,34,0.7879903239336149,15
7773,0.8560990489680154,34,0.7771354635490552,11
7774,0.8898040843022454,34,0.7834795828591234,10
7775,0.8855046087592711,38,0.8091753293098156,11
7777,0.8804812433663995,32,0.7767486471465925,11
7780,0.8616060449364465,41,0.7760438220152674,12
7782,0.8344460397937107,34,0.7747917948281858,19
7783,0.8755098663996009,44,0.7633128769387384,11
7784,0.824022485047818,34,0.7517012003308341,12
7785,0.854717393647079,33,0.7705921141640449,10
7786,0.8667451219108158,32,0.7827591087425778,9
7787,0.7996259525534456,33,0.699846130988634,15
7788,0.875511340338675,31,0.7802136862925764,10
7789,0.8648369277360815,34,0.7764365846855299,10
7792,0.8339033247101049,34,0.7748112827914262,10
7793,0.8609449212672302,51,0.7531333135811658,13
7795,0.8551104847219556,33,0.7585822906640656,12
7799,0.8869905744369022,33,0.7827511592897994,10
7800,0.8307879908372736,33,0.765099152235083,16
7801,0.8423135378606058,40,0.7542214328573261,12
7802,0.8683661813318843,33,0.7688710313645464,10
7803,0.8655595121256948,34,0.7671518421769389,10
7804,0.8171094013130359,34,0.7582769001918779,11
7805,0.8085889053252785,32,0.74685393248361,10
7806,0.8307969230955,32,0.7575870409717315,11
7807,0.8461634076262121,33,0.7816989303586193,11
7808,0.869313659672092,34,0.7800481778514561,15
7809,0.8545330548217013,32,0.7462818114678109,17
7811,0.8364946075853888,35,0.766108376471319,10
7812,0.8530424469386075,52,0.7786245520488446,11
7813,0.8404105718323875,33,0.7703610138209258,14
7815,0.8604745795664341,32,0.78216894304839,14
7816,0.853770053026759,54,0.7633689042425308,12
7817,0.8596336487279808,33,0.7789727680829496,15
7818,0.8528008234728833,40,0.7584462562975226,12
7819,0.8500101006531675,32,0.7505386296671126,16
7820,0.7750344169989387,44,0.7246233765975965,15
7821,0.8226348324073691,30,0.7353204536249967,13
7822,0.8292676204562115,33,0.7543233998658145,10
7823,0.8380967000556081,33,0.7487525153214929,14
7824,0.8873721307496336,32,0.748862313867356,9
7825,0.9025411743940697,34,0.7827981078921216,14
7826,0.8662774918483591,33,0.7648546240543812,10
7828,0.8753526324810684,32,0.7815084724464885,13
7830,0.8524219207227526,33,0.7608119221977176,13
7831,0.8780412536073348,32,0.766159879051766,10
7832,0.8400086299048681,34,0.7631788924358335,13
7833,0.8771024536414018,31,0.7751201389650727,14
7834,0.8398089987276325,34,0.7652856890625921,11
7835,0.8318345535810696,34,0.7625233570767166,9
7837,0.8588958322255481,33,0.7621104456184691,12
7838,0.828487763529032,34,0.7739101681980721,10
7839,0.8396838110220208,33,0.7824222370630715,10
7840,0.8495431909772342,35,0.7646676514739718,10
7841,0.8588383062809091,49,0.7594762561314674,14
7842,0.8869757510127927,34,0.7786959742593521,12
7844,0.8428294132699853,30,0.7587559922037505,14
7846,0.8658570475169727,34,0.7731845921946885,9
7848,0.8255264211635733,33,0.7392375577218004,10
7849,0.8384334178350596,33,0.7614360603317462,10
7851,0.8538784953008203,32,0.7634656815520853,10
7852,0.8325240063124584,31,0.7425883921856444,10
7853,0.8374569964885227,40,0.7646111682423559,10
7854,0.8593682956141133,32,0.7714218825091739,12
7856,0.8692031035628319,33,0.7783902603649955,11
7858,0.8540158275168723,55,0.7837756382071381,10
7861,0.8966180655853124,33,0.7739601146795131,16
7862,0.8804027177534515,38,0.7806667002851453,9
7863,0.8564454508211176,50,0.767335039487187,12
7865,0.8887000030272826,32,0.8034847835850505,10
7867,0.8815270862803084,33,0.7931480370240629,13
7868,0.853425036241794,33,0.7835331521863519,13
7869,0.8830940714614347,33,0.7776545230327508,12
7872,0.8614677786941364,37,0.7582136737514139,10
7873,0.8536502004716832,47,0.7848588448927412,12
7874,0.8293453078708201,32,0.7656336861752208,12
7875,0.8899001955987195,33,0.7895194924238598,10
7878,0.8532242666701756,34,0.7577682039633852,10
7879,0.8543634911068517,33,0.7647063489219865,9
7880,0.8747250378529114,48,0.77655747732909,19
7883,0.8553950865893247,34,0.7763107701154969,12
7884,0.8622277790539907,34,0.7600952290596359,11
7885,0.8700042486725642,41,0.7888901638467236,10
7886,0.8772060466689189,34,0.7799087020805895,11
7887,0.8856678072559903,34,0.7930217697185034,9
7888,0.9122183998559583,33,0.7915835393074727,10
7889,0.8599549311182089,34,0.7589277456436629,15
7890,0.8634358574793408,34,0.7614472998503955,14
7891,0.8426451010536424,34,0.7679674499927137,10
7892,0.8910096968633053,39,0.7588053945309536,12
7893,0.8762451858424801,32,0.7882668231477473,12
7894,0.8659947471503656,33,0.7579038236801926,15
7895,0.8690551602344677,32,0.7693839200126759,10
7896,0.8474543280814224,71,0.7840109914852169,33
7897,0.8156100102980213,33,0.7797604053774284,10
7898,0.873634241890676,35,0.7694853058561242,10
7899,0.8523202650861903,33,0.7857570213714413,11
7901,0.8819103424005355,31,0.7941495941794451,28
7902,0.8581067706005188,33,0.7777588895926858,11
7903,0.8507010284161431,34,0.7819921832424942,11
7904,0.8735963368756143,33,0.7825859748537419,10
7906,0.8497552991803787,33,0.767590254248302,11
7907,0.833667490797072,34,0.7574043581406159,15
7908,0.9106695016566024,51,0.7877752056526898,12
7909,0.8828449933807022,32,0.765191350870899,11
7910,0.856036088080453,34,0.7768271772820441,17
7912,0.8681083351749779,31,0.7680576828462211,11
7913,0.8415426697939049,32,0.7618036612291524,11
7915,0.8685459674736403,34,0.7696133966064792,13
7916,0.8791563980246275,33,0.7869146778856557,13
7917,0.8593126805474386,33,0.7719045288498688,11
7918,0.855599144469285,34,0.7637264750140726,10
7919,0.8213127945190011,32,0.7538371591025385,11
7920,0.8676480907613304,33,0.7698877688123592,19
7921,0.8878321557002159,34,0.7805039269298144,12
7923,0.8758065526785084,33,0.7779284679225541,9
7925,0.8584065199240555,32,0.7791618264829256,14
7926,0.8520846799350933,31,0.7963935622046907,12
7927,0.8536453145633536,33,0.7682052114818496,13
7928,0.8342386426045748,33,0.7786318333207938,10
7929,0.8594750823756145,51,0.7700498233242569,10
7930,0.8427515656518083,33,0.7752688284323174,10
7931,0.8639696855164503,33,0.7635527623267583,12
7933,0.8607055361673218,33,0.7761587378838763,11
7935,0.8675024060720501,34,0.7820571848525733,9
7936,0.825035773784871,32,0.750972365962472,13
7939,0.8817719478996816,33,0.7732620739154066,13
7940,0.8483119096298544,33,0.7665033679274535,15
7941,0.8634290020064265,45,0.7741840498657784,12
7942,0.8852411489565826,38,0.781249028099058,10
7944,0.8581716380889244,34,0.7635038665679436,12
7945,0.8611573667938509,46,0.7631425577065473,13
7946,0.851850386293045,33,0.7609390970870629,15
7947,0.848246591848543,34,0.7752253355154254,11
7948,0.9004286892695695,32,0.7805916141689446,10
7951,0.85760770666291,32,0.7631535779795989,12
7952,0.8601140046874017,33,0.7839697357124644,11
7953,0.8601484459440287,34,0.7542059593197544,25
7954,0.8555616917474723,34,0.767145126314172,10
7955,0.8495118416568243,33,0.7590442098569318,10
7956,0.8521949813198255,34,0.7742600090578752,13
7957,0.8587877160359195,34,0.7805903722367016,13
7958,0.8843527844640457,33,0.7908894339961335,16
7959,0.8752528610954586,34,0.7595685904640012,10
7961,0.8792215030598358,34,0.802467180606842,11
7962,0.8497247131096964,33,0.7540354411511764,19
7963,0.8703876106615893,34,0.7659972955270113,12
7964,0.8780938435654928,33,0.775267228870664,11
7967,0.8646297706910657,33,0.7742188432734829,16
7969,0.8699872171343572,33,0.7760633238402599,12
7970,0.8140345234220376,82,0.7575948103718437,24
7972,0.8667448195948283,33,0.7714636086479029,10
7973,0.8618122531837967,33,0.7759342889852665,11
7975,0.8591100341160653,43,0.7657893197864091,11
7976,0.8685549603575036,32,0.76462425986329,9
7977,0.8244142736531495,51,0.7759948902583655,32
7980,0.8790713987385494,47,0.7695994147956092,10
7981,0.8610436971513985,59,0.7744058364475543,12
7983,0.8857348395083106,32,0.7819922327014714,16
7984,0.8741168266383121,35,0.7849337930000034,12
7985,0.9012956028869294,34,0.8206708460671551,12
7986,0.8807012393220923,33,0.7804932172548498,15
7987,0.8546036125794858,32,0.7601808994115882,18
7988,0.8773480612261365,41,0.7705494919220679,14
7990,0.8592699322204096,33,0.7823694662263178,11
7991,0.8586395059226017,33,0.7783631168852817,10
7992,0.8589144382296233,32,0.7719752806463975,10
7993,0.8612075364348019,33,0.7574256993094456,10
7994,0.8885785961246826,32,0.7792670620891357,18
7995,0.8757292946113948,30,0.7623101282499362,22
7996,0.8846738970816149,34,0.7838764461203502,12
7997,0.8634077883136746,50,0.7829137921084585,12
7998,0.8397602196152986,48,0.7424176402969593,10
7999,0.8474103939465131,34,0.7753796829941911,17
8000,0.8236575390254566,34,0.7731971779064625,10
8001,0.8187320832628833,54,0.7696653151927035,15
8002,0.8718531859950283,33,0.7789314751963949,12
8004,0.8555905428791446,34,0.7888762037804156,12
8008,0.8814987718882392,33,0.7740469901336823,16
8009,0.8754036054706511,33,0.7902140820566418,11
8010,0.8512450838115834,33,0.7705629782370538,15
8012,0.8418226625957022,39,0.7763505927760672,10
8013,0.8512015782105674,33,0.7609202218183247,16
8014,0.8530156293518008,33,0.7575391191677747,10
8015,0.8437477842568252,33,0.7718106803670289,18
8016,0.8394730272626397,34,0.7728201440408562,12
8018,0.8795896644195643,33,0.77373928224448,12
8019,0.8044616740100141,34,0.7464481201875033,14
8021,0.8254433252867022,35,0.7357921301511334,11
8022,0.8342797301951057,34,0.7482121648754301,9
8023,0.8403090087295887,33,0.7693288387685447,15
8024,0.8294693629641829,55,0.7601711208348392,16
8026,0.8660202356636263,33,0.7768799058013326,15
8027,0.9230117192930068,42,0.7969533554386194,9
8028,0.8320128600096778,33,0.7641324168319785,11
8029,0.8712581928233574,32,0.7826292000537186,16
8030,0.8029396096317386,33,0.7402761424026585,11
8032,0.8809447101414134,32,0.7977776715107165,10
8033,0.8427535882747448,59,0.7778521523865375,10
8035,0.8817054618287343,34,0.7813354656830603,18
8036,0.8738346852365214,32,0.7827190540675955,11
8037,0.8487665314041174,59,0.784208548137932,16
8038,0.8368940771766533,33,0.7646880688314371,15
8040,0.8799290192072822,33,0.7833043503745352,18
8041,0.8608076973273828,32,0.7819562014883044,18
8042,0.8712998906131985,32,0.7925025049410048,12
8043,0.9178318308297448,34,0.8040602206342603,11
8044,0.8137648689210039,33,0.7730335754972357,13
8045,0.8868074854171057,32,0.7856709243042492,17
8047,0.8954341248469236,32,0.8052920829821442,11
8048,0.8775325701025299,33,0.8050739581006481,18
8049,0.8514188700544004,33,0.7602826202854372,13
8050,0.8880643999879736,32,0.7697788687832375,10
8051,0.866443356046418,33,0.7774238602183858,13
8052,0.88658152001027,33,0.7966453742523627,11
8054,0.8327346208788753,32,0.7575092773191064,10
8056,0.858853225879444,37,0.766859072071954,13
8057,0.928823244978302,34,0.7899110132764839,15
8058,0.8790821054700998,62,0.7850288896246187,24
8059,0.8833833032485737,33,0.7767264136216402,12
8060,0.8638196795213783,57,0.7859745964256899,17
8061,0.8412749418326924,38,0.7680096099917813,11
8062,0.8436715184825712,33,0.7689149144310469,13
8063,0.8332123387476267,79,0.7690882049008166,19
8064,0.8490795305224672,33,0.7770711942808797,10
8065,0.8641929620891069,33,0.792254291561655,11
8066,0.8647670608044159,41,0.784820108424099,12
8067,0.8643826247343398,32,0.7646336647193367,11
8068,0.8499537478824278,33,0.771300621151322,10
8069,0.8330915812405904,34,0.7488547351512846,11
8071,0.8907142918383608,33,0.781809341082709,10
8072,0.8641437611638646,55,0.7894180353226097,35
8073,0.8525142853991978,32,0.7662364616782137,13
8074,0.847251556337214,32,0.7781690507545244,17
8075,0.8217798673646491,33,0.7930194042274452,13
8076,0.8489165707561097,52,0.7772982944436847,12
8077,0.8612680534002519,33,0.7604164134929216,10
8078,0.8628199679223418,33,0.7659922139175874,17
8079,0.8538160851376523,35,0.7856972247262493,10
8080,0.8631142071866368,34,0.7685879720854891,10
8081,0.8681153945649847,32,0.7711066223868677,11
8082,0.8508507090406129,34,0.773870612029046,16
8084,0.8734111964131235,34,0.7692189483683989,14
8085,0.8444622267441984,33,0.7702799770609815,10
8086,0.8719222720505918,50,0.7984530775957771,15
8087,0.8452901621805732,33,0.7603376279275204,11
8088,0.8522863689853527,33,0.7575134239595798,11
8089,0.8696636049980192,33,0.7965969604035331,10
8090,0.854013271959445,32,0.759791260008117,12
8091,0.8593357215344812,34,0.7660208875643459,12
8092,0.8296117589908181,33,0.772294147687956,14
8095,0.861132379654984,34,0.7537390064798345,10
8096,0.8769758964256478,32,0.7721635199662429,14
8097,0.8537971128291507,42,0.7748816244966936,13
8098,0.8506609036229853,34,0.783303436360057,11
8100,0.8543046076790777,33,0.7598910723483249,10
8101,0.8083711604657547,97,0.7582217597146752,34
8102,0.8629312837301416,32,0.7816063043913709,10
8103,0.8574247946034498,33,0.7685316641962612,10
8104,0.8654988382044142,33,0.7777984175971454,11
8105,0.8202439840336117,34,0.7331265004500926,16
8108,0.8575328629134652,32,0.7754945415621823,10
8109,0.8467749955578844,86,0.7633146711781922,22
8110,0.8378090966394562,33,0.7758312450950879,13
8111,0.8816435066490487,34,0.7787762388180504,13
8112,0.866797747840263,33,0.771281283820181,10
8113,0.8560719621429725,35,0.7909989262976883,10
8114,0.8339871646914888,32,0.7502078608018382,16
8115,0.8516728149898066,33,0.7645132658559104,11
8118,0.8036725608191941,34,0.7550789500720624,13
8120,0.8776096702786556,33,0.7758404762850223,11
8121,0.8505611620694216,32,0.7770822280917044,16
8122,0.8530118905099957,34,0.7583319591395966,12
8123,0.8248047522579228,30,0.7877231103684216,9
8124,0.8762591079785212,32,0.7804341454504978,10
8126,0.836600855963803,33,0.7539984072063031,12
8127,0.8577335789630712,33,0.761658616677051,13
8128,0.8426343686338289,33,0.7531939024328907,15
8131,0.858190154682186,34,0.7488098801856097,11
8132,0.882688450619452,51,0.7868711576844791,13
8134,0.8480892902862641,33,0.7695361343298434,13
8136,0.8705684118426801,35,0.7811447132342836,10
8137,0.8555566036016083,33,0.7851438948119981,15
8138,0.8887335647555814,33,0.7871926793947792,13
8140,0.8735064399926712,33,0.7910776865523708,11
8142,0.856361653736067,33,0.7615705437843583,9
8145,0.8620753721230375,33,0.7331147266972974,16
8146,0.754348807290081,45,0.6946465004922977,17
8147,0.8286693504458075,34,0.7376855403144673,13
8149,0.8517372139009154,34,0.7797208640990051,10
8150,0.853527985647054,34,0.7831661095404983,17
8151,0.8788596593477194,33,0.7749685475859758,11
8152,0.830840168302003,45,0.7410697375985654,22
8153,0.8272970536359626,33,0.7734243603776687,10
8155,0.8597626586990554,65,0.7834185123070159,10
8156,0.8645117453507842,34,0.7791619121917192,11
8157,0.8709535701296317,31,0.7859661536427005,13
8158,0.868083686154956,33,0.7694835864877257,10
8159,0.8514218882483816,34,0.7557236234619528,11
8161,0.8583647756924064,35,0.7612621986275885,12
8162,0.8581116439984993,33,0.7704344046147398,10
8163,0.8646244579546508,32,0.765713582630652,22
8165,0.872680687384354,36,0.80003250981571,10
8166,0.8344375805480171,33,0.7809855057213796,11
8167,0.8518969096324949,34,0.776134792709845,10
8168,0.8518341195581601,54,0.767178224268263,16
8169,0.8861030728170828,33,0.7859790246999784,12
8170,0.8465486461931921,33,0.7771799477284264,9
8171,0.8780815735569802,33,0.7783775204326263,9
8172,0.8574617953363056,34,0.7405155771807832,16
8174,0.8622205222195536,33,0.7768645798058972,13
8175,0.8238522398746577,50,0.7635183754077379,29
8178,0.8470202371205152,33,0.7720501125523055,28
8179,0.8178375086216911,38,0.7896181737179069,14
8180,0.8782171443255476,33,0.7725746678406442,14
8181,0.8429012423026465,33,0.751598351655088,10
8182,0.8441000287994987,33,0.7737750432620603,11
8184,0.896199436541046,34,0.774039275944476,9
8185,0.8822718429562387,34,0.7856157886900824,10
8186,0.8556509358454435,34,0.7787812249534445,10
8187,0.866546468336383,52,0.7849544820271884,10
8188,0.8375657484030335,34,0.786508116673973,13
8189,0.8658738105594489,33,0.7821818762446244,9
8190,0.8757594598405442,33,0.7783275700567281,12
8191,0.8143249580986909,45,0.756067058858643,20
8192,0.8832764235868552,32,0.7883473134501052,10
8193,0.8485088658515852,53,0.7696539983237731,10
8194,0.8773061006421443,33,0.7729458651889478,16
8195,0.8714287065285635,33,0.7956592721712702,24
8196,0.9262546695755115,55,0.7759666844775631,16
8197,0.8281118640545253,43,0.7648704975648467,11
8198,0.8664906444347292,33,0.759375422214,9
8199,0.8721408996213825,33,0.7814982393456635,11
8200,0.8588505579828866,77,0.781689181532348,18
8201,0.8366961039885721,55,0.738964141734206,13
8202,0.835819312527425,34,0.762963431318395,14
8205,0.8423697422043454,33,0.7531430860061037,11
